date,year,home_team,away_team,home_score,away_score,goal_diff,city,country,neutral,is_host_match,host_team,host_result,host_goal_diff
2010-06-25,2010,Chile,Spain,1,2,-1,Pretoria,South Africa,True,False,,,
2010-06-25,2010,North Korea,Ivory Coast,0,3,-3,Nelspruit,South Africa,True,False,,,
2010-06-25,2010,Portugal,Brazil,0,0,0,Durban,South Africa,True,False,,,
2010-06-25,2010,Switzerland,Honduras,0,0,0,Bloemfontein,South Africa,True,False,,,
2010-06-26,2010,Uruguay,South Korea,2,1,1,Port Elizabeth,South Africa,True,False,,,
2010-06-26,2010,United States,Ghana,1,2,-1,Rustenburg,South Africa,True,False,,,
2010-06-27,2010,Argentina,Mexico,3,1,2,Johannesburg,South Africa,True,False,,,
2010-06-27,2010,Germany,England,4,1,3,Bloemfontein,South Africa,True,False,,,
2010-06-28,2010,Brazil,Chile,3,0,3,Johannesburg,South Africa,True,False,,,
2010-06-28,2010,Netherlands,Slovakia,2,1,1,Durban,South Africa,True,False,,,
2010-06-29,2010,Paraguay,Japan,0,0,0,Pretoria,South Africa,True,False,,,
2010-06-29,2010,Spain,Portugal,1,0,1,Cape Town,South Africa,True,False,,,
2010-07-02,2010,Netherlands,Brazil,2,1,1,Port Elizabeth,South Africa,True,False,,,
2010-07-02,2010,Uruguay,Ghana,1,1,0,Johannesburg,South Africa,True,False,,,
2010-07-03,2010,Argentina,Germany,0,4,-4,Cape Town,South Africa,True,False,,,
2010-07-03,2010,Paraguay,Spain,0,1,-1,Johannesburg,South Africa,True,False,,,
2010-07-06,2010,Uruguay,Netherlands,2,3,-1,Cape Town,South Africa,True,False,,,
2010-07-07,2010,Germany,Spain,0,1,-1,Durban,South Africa,True,False,,,
2010-07-10,2010,Uruguay,Germany,2,3,-1,Port Elizabeth,South Africa,True,False,,,
2010-07-11,2010,Netherlands,Spain,0,1,-1,Johannesburg,South Africa,True,False,,,
2014-06-12,2014,Brazil,Croatia,3,1,2,São Paulo,Brazil,False,True,Brazil,W,2.0
2014-06-13,2014,Chile,Australia,3,1,2,Cuiabá,Brazil,True,False,,,
2014-06-13,2014,Mexico,Cameroon,1,0,1,Natal,Brazil,True,False,,,
2014-06-13,2014,Spain,Netherlands,1,5,-4,Salvador,Brazil,True,False,,,
2014-06-14,2014,Colombia,Greece,3,0,3,Belo Horizonte,Brazil,True,False,,,
2014-06-14,2014,England,Italy,1,2,-1,Manaus,Brazil,True,False,,,
2014-06-14,2014,Ivory Coast,Japan,2,1,1,Recife,Brazil,True,False,,,
2014-06-14,2014,Uruguay,Costa Rica,1,3,-2,Fortaleza,Brazil,True,False,,,
2014-06-15,2014,Argentina,Bosnia and Herzegovina,2,1,1,Rio de Janeiro,Brazil,True,False,,,
2014-06-15,2014,France,Honduras,3,0,3,Porto Alegre,Brazil,True,False,,,
2014-06-15,2014,Switzerland,Ecuador,2,1,1,Brasília,Brazil,True,False,,,
2014-06-16,2014,Germany,Portugal,4,0,4,Salvador,Brazil,True,False,,,
2014-06-16,2014,Ghana,United States,1,2,-1,Natal,Brazil,True,False,,,
2014-06-16,2014,Iran,Nigeria,0,0,0,Curitiba,Brazil,True,False,,,
2014-06-17,2014,Belgium,Algeria,2,1,1,Belo Horizonte,Brazil,True,False,,,
2014-06-17,2014,Brazil,Mexico,0,0,0,Fortaleza,Brazil,False,True,Brazil,D,0.0
2014-06-17,2014,Russia,South Korea,1,1,0,Cuiabá,Brazil,True,False,,,
2014-06-18,2014,Australia,Netherlands,2,3,-1,Curitiba,Brazil,True,False,,,
2014-06-18,2014,Cameroon,Croatia,0,4,-4,Manaus,Brazil,True,False,,,
2014-06-18,2014,Spain,Chile,0,2,-2,Rio de Janeiro,Brazil,True,False,,,
2014-06-19,2014,Colombia,Ivory Coast,2,1,1,Brasília,Brazil,True,False,,,
2014-06-19,2014,Japan,Greece,0,0,0,Natal,Brazil,True,False,,,
2014-06-19,2014,Uruguay,England,2,1,1,São Paulo,Brazil,True,False,,,
2014-06-20,2014,Honduras,Ecuador,1,2,-1,Curitiba,Brazil,True,False,,,
2014-06-20,2014,Italy,Costa Rica,0,1,-1,Recife,Brazil,True,False,,,
2014-06-20,2014,Switzerland,France,2,5,-3,Salvador,Brazil,True,False,,,
2014-06-21,2014,Argentina,Iran,1,0,1,Belo Horizonte,Brazil,True,False,,,
2014-06-21,2014,Germany,Ghana,2,2,0,Fortaleza,Brazil,True,False,,,
2014-06-21,2014,Nigeria,Bosnia and Herzegovina,1,0,1,Cuiabá,Brazil,True,False,,,
2014-06-22,2014,Belgium,Russia,1,0,1,Rio de Janeiro,Brazil,True,False,,,
2014-06-22,2014,South Korea,Algeria,2,4,-2,Porto Alegre,Brazil,True,False,,,
2014-06-22,2014,United States,Portugal,2,2,0,Manaus,Brazil,True,False,,,
2014-06-23,2014,Australia,Spain,0,3,-3,Curitiba,Brazil,True,False,,,
2014-06-23,2014,Brazil,Cameroon,4,1,3,Brasília,Brazil,False,True,Brazil,W,3.0
2014-06-23,2014,Croatia,Mexico,1,3,-2,Recife,Brazil,True,False,,,
2014-06-23,2014,Netherlands,Chile,2,0,2,São Paulo,Brazil,True,False,,,
2014-06-24,2014,Costa Rica,England,0,0,0,Belo Horizonte,Brazil,True,False,,,
2014-06-24,2014,Greece,Ivory Coast,2,1,1,Fortaleza,Brazil,True,False,,,
2014-06-24,2014,Italy,Uruguay,0,1,-1,Natal,Brazil,True,False,,,
2014-06-24,2014,Japan,Colombia,1,4,-3,Cuiabá,Brazil,True,False,,,
2014-06-25,2014,Bosnia and Herzegovina,Iran,3,1,2,Salvador,Brazil,True,False,,,
2014-06-25,2014,Ecuador,France,0,0,0,Rio de Janeiro,Brazil,True,False,,,
2014-06-25,2014,Honduras,Switzerland,0,3,-3,Manaus,Brazil,True,False,,,
2014-06-25,2014,Nigeria,Argentina,2,3,-1,Porto Alegre,Brazil,True,False,,,
2014-06-26,2014,Algeria,Russia,1,1,0,Curitiba,Brazil,True,False,,,
2014-06-26,2014,South Korea,Belgium,0,1,-1,São Paulo,Brazil,True,False,,,
2014-06-26,2014,Portugal,Ghana,2,1,1,Brasília,Brazil,True,False,,,
2014-06-26,2014,United States,Germany,0,1,-1,Recife,Brazil,True,False,,,
2014-06-28,2014,Brazil,Chile,1,1,0,Belo Horizonte,Brazil,False,True,Brazil,D,0.0
2014-06-28,2014,Colombia,Uruguay,2,0,2,Rio de Janeiro,Brazil,True,False,,,
2014-06-29,2014,Costa Rica,Greece,1,1,0,Recife,Brazil,True,False,,,
2014-06-29,2014,Netherlands,Mexico,2,1,1,Fortaleza,Brazil,True,False,,,
2014-06-30,2014,France,Nigeria,2,0,2,Brasília,Brazil,True,False,,,
2014-06-30,2014,Germany,Algeria,2,1,1,Porto Alegre,Brazil,True,False,,,
2014-07-01,2014,Argentina,Switzerland,1,0,1,São Paulo,Brazil,True,False,,,
2014-07-01,2014,Belgium,United States,2,1,1,Salvador,Brazil,True,False,,,
2014-07-04,2014,Brazil,Colombia,2,1,1,Fortaleza,Brazil,False,True,Brazil,W,1.0
2014-07-04,2014,France,Germany,0,1,-1,Rio de Janeiro,Brazil,True,False,,,
2014-07-05,2014,Argentina,Belgium,1,0,1,Brasília,Brazil,True,False,,,
2014-07-05,2014,Netherlands,Costa Rica,0,0,0,Salvador,Brazil,True,False,,,
2014-07-08,2014,Brazil,Germany,1,7,-6,Belo Horizonte,Brazil,False,True,Brazil,L,-6.0
2014-07-09,2014,Netherlands,Argentina,0,0,0,São Paulo,Brazil,True,False,,,
2014-07-12,2014,Brazil,Netherlands,0,3,-3,Brasília,Brazil,False,True,Brazil,L,-3.0
2014-07-13,2014,Germany,Argentina,1,0,1,Rio de Janeiro,Brazil,True,False,,,
2018-06-14,2018,Russia,Saudi Arabia,5,0,5,Moscow,Russia,False,True,Russia,W,5.0
2018-06-15,2018,Egypt,Uruguay,0,1,-1,Ekaterinburg,Russia,True,False,,,
2018-06-15,2018,Morocco,Iran,0,1,-1,Saint Petersburg,Russia,True,False,,,
2018-06-15,2018,Portugal,Spain,3,3,0,Sochi,Russia,True,False,,,
2018-06-16,2018,France,Australia,2,1,1,Kazan,Russia,True,False,,,
2018-06-16,2018,Argentina,Iceland,1,1,0,Moscow,Russia,True,False,,,
2018-06-16,2018,Peru,Denmark,0,1,-1,Saransk,Russia,True,False,,,
2018-06-16,2018,Croatia,Nigeria,2,0,2,Kaliningrad,Russia,True,False,,,
2018-06-17,2018,Costa Rica,Serbia,0,1,-1,Samara,Russia,True,False,,,
2018-06-17,2018,Germany,Mexico,0,1,-1,Moscow,Russia,True,False,,,
2018-06-17,2018,Brazil,Switzerland,1,1,0,Rostov-on-Don,Russia,True,False,,,
2018-06-18,2018,Sweden,South Korea,1,0,1,Nizhny Novgorod,Russia,True,False,,,
2018-06-18,2018,Belgium,Panama,3,0,3,Sochi,Russia,True,False,,,
2018-06-18,2018,Tunisia,England,1,2,-1,Volgograd,Russia,True,False,,,
2018-06-19,2018,Colombia,Japan,1,2,-1,Saransk,Russia,True,False,,,
2018-06-19,2018,Poland,Senegal,1,2,-1,Moscow,Russia,True,False,,,
2018-06-19,2018,Russia,Egypt,3,1,2,Saint Petersburg,Russia,False,True,Russia,W,2.0
2018-06-20,2018,Portugal,Morocco,1,0,1,Moscow,Russia,True,False,,,
2018-06-20,2018,Uruguay,Saudi Arabia,1,0,1,Rostov-on-Don,Russia,True,False,,,
2018-06-20,2018,Iran,Spain,0,1,-1,Kazan,Russia,True,False,,,
2018-06-21,2018,Denmark,Australia,1,1,0,Samara,Russia,True,False,,,
2018-06-21,2018,France,Peru,1,0,1,Ekaterinburg,Russia,True,False,,,
2018-06-21,2018,Argentina,Croatia,0,3,-3,Nizhny Novgorod,Russia,True,False,,,
2018-06-22,2018,Brazil,Costa Rica,2,0,2,Saint Petersburg,Russia,True,False,,,
2018-06-22,2018,Nigeria,Iceland,2,0,2,Volgograd,Russia,True,False,,,
2018-06-22,2018,Serbia,Switzerland,1,2,-1,Kaliningrad,Russia,True,False,,,
2018-06-23,2018,Belgium,Tunisia,5,2,3,Moscow,Russia,True,False,,,
2018-06-23,2018,South Korea,Mexico,1,2,-1,Rostov-on-Don,Russia,True,False,,,
2018-06-23,2018,Germany,Sweden,2,1,1,Sochi,Russia,True,False,,,
2018-06-24,2018,England,Panama,6,1,5,Nizhny Novgorod,Russia,True,False,,,
2018-06-24,2018,Japan,Senegal,2,2,0,Ekaterinburg,Russia,True,False,,,
2018-06-24,2018,Poland,Colombia,0,3,-3,Kazan,Russia,True,False,,,
2018-06-25,2018,Russia,Uruguay,0,3,-3,Samara,Russia,False,True,Russia,L,-3.0
2018-06-25,2018,Saudi Arabia,Egypt,2,1,1,Volgograd,Russia,True,False,,,
2018-06-25,2018,Spain,Morocco,2,2,0,Kaliningrad,Russia,True,False,,,
2018-06-25,2018,Iran,Portugal,1,1,0,Saransk,Russia,True,False,,,
2018-06-26,2018,Australia,Peru,0,2,-2,Sochi,Russia,True,False,,,
2018-06-26,2018,Denmark,France,0,0,0,Moscow,Russia,True,False,,,
2018-06-26,2018,Nigeria,Argentina,1,2,-1,Saint Petersburg,Russia,True,False,,,
2018-06-26,2018,Iceland,Croatia,1,2,-1,Rostov-on-Don,Russia,True,False,,,
2018-06-27,2018,South Korea,Germany,2,0,2,Kazan,Russia,True,False,,,
2018-06-27,2018,Mexico,Sweden,0,3,-3,Ekaterinburg,Russia,True,False,,,
2018-06-27,2018,Serbia,Brazil,0,2,-2,Moscow,Russia,True,False,,,
2018-06-27,2018,Switzerland,Costa Rica,2,2,0,Nizhny Novgorod,Russia,True,False,,,
2018-06-28,2018,Japan,Poland,0,1,-1,Volgograd,Russia,True,False,,,
2018-06-28,2018,Senegal,Colombia,0,1,-1,Samara,Russia,True,False,,,
2018-06-28,2018,Panama,Tunisia,1,2,-1,Saransk,Russia,True,False,,,
2018-06-28,2018,England,Belgium,0,1,-1,Kaliningrad,Russia,True,False,,,
2018-06-30,2018,France,Argentina,4,3,1,Kazan,Russia,True,False,,,
2018-06-30,2018,Uruguay,Portugal,2,1,1,Sochi,Russia,True,False,,,
2018-07-01,2018,Russia,Spain,1,1,0,Moscow,Russia,False,True,Russia,D,0.0
2018-07-01,2018,Croatia,Denmark,1,1,0,Nizhny Novgorod,Russia,True,False,,,
2018-07-02,2018,Brazil,Mexico,2,0,2,Samara,Russia,True,False,,,
2018-07-02,2018,Belgium,Japan,3,2,1,Rostov-on-Don,Russia,True,False,,,
2018-07-03,2018,Sweden,Switzerland,1,0,1,Saint Petersburg,Russia,True,False,,,
2018-07-03,2018,Colombia,England,1,1,0,Moscow,Russia,True,False,,,
2018-07-06,2018,Uruguay,France,0,2,-2,Nizhny Novgorod,Russia,True,False,,,
2018-07-06,2018,Brazil,Belgium,1,2,-1,Kazan,Russia,True,False,,,
2018-07-07,2018,Sweden,England,0,2,-2,Samara,Russia,True,False,,,
2018-07-07,2018,Russia,Croatia,2,2,0,Sochi,Russia,False,True,Russia,D,0.0
2018-07-10,2018,France,Belgium,1,0,1,Saint Petersburg,Russia,True,False,,,
2018-07-11,2018,Croatia,England,2,1,1,Moscow,Russia,True,False,,,
2018-07-14,2018,Belgium,England,2,0,2,Saint Petersburg,Russia,True,False,,,
2018-07-15,2018,France,Croatia,4,2,2,Moscow,Russia,True,False,,,
2022-11-20,2022,Qatar,Ecuador,0,2,-2,Al Khor,Qatar,False,True,Qatar,L,-2.0
2022-11-21,2022,Senegal,Netherlands,0,2,-2,Doha,Qatar,True,False,,,
2022-11-21,2022,England,Iran,6,2,4,Al Rayyan,Qatar,True,False,,,
2022-11-21,2022,United States,Wales,1,1,0,Al Rayyan,Qatar,True,False,,,
2022-11-22,2022,Argentina,Saudi Arabia,1,2,-1,Lusail,Qatar,True,False,,,
2022-11-22,2022,Mexico,Poland,0,0,0,Doha,Qatar,True,False,,,
2022-11-22,2022,Denmark,Tunisia,0,0,0,Al Rayyan,Qatar,True,False,,,
2022-11-22,2022,France,Australia,4,1,3,Al Wakrah,Qatar,True,False,,,
2022-11-23,2022,Germany,Japan,1,2,-1,Al Rayyan,Qatar,True,False,,,
2022-11-23,2022,Spain,Costa Rica,7,0,7,Doha,Qatar,True,False,,,
2022-11-23,2022,Morocco,Croatia,0,0,0,Al Khor,Qatar,True,False,,,
2022-11-23,2022,Belgium,Canada,1,0,1,Al Rayyan,Qatar,True,False,,,
2022-11-24,2022,Switzerland,Cameroon,1,0,1,Al Wakrah,Qatar,True,False,,,
2022-11-24,2022,Brazil,Serbia,2,0,2,Lusail,Qatar,True,False,,,
2022-11-24,2022,Uruguay,South Korea,0,0,0,Al Rayyan,Qatar,True,False,,,
2022-11-24,2022,Portugal,Ghana,3,2,1,Doha,Qatar,True,False,,,
2022-11-25,2022,Qatar,Senegal,1,3,-2,Doha,Qatar,False,True,Qatar,L,-2.0
2022-11-25,2022,Netherlands,Ecuador,1,1,0,Al Rayyan,Qatar,True,False,,,
2022-11-25,2022,Wales,Iran,0,2,-2,Al Rayyan,Qatar,True,False,,,
2022-11-25,2022,England,United States,0,0,0,Al Khor,Qatar,True,False,,,
2022-11-26,2022,Poland,Saudi Arabia,2,0,2,Al Rayyan,Qatar,True,False,,,
2022-11-26,2022,Argentina,Mexico,2,0,2,Lusail,Qatar,True,False,,,
2022-11-26,2022,Tunisia,Australia,0,1,-1,Al Wakrah,Qatar,True,False,,,
2022-11-26,2022,France,Denmark,2,1,1,Doha,Qatar,True,False,,,
2022-11-27,2022,Japan,Costa Rica,0,1,-1,Al Rayyan,Qatar,True,False,,,
2022-11-27,2022,Spain,Germany,1,1,0,Al Khor,Qatar,True,False,,,
2022-11-27,2022,Belgium,Morocco,0,2,-2,Doha,Qatar,True,False,,,
2022-11-27,2022,Croatia,Canada,4,1,3,Al Rayyan,Qatar,True,False,,,
2022-11-28,2022,Cameroon,Serbia,3,3,0,Al Wakrah,Qatar,True,False,,,
2022-11-28,2022,Brazil,Switzerland,1,0,1,Doha,Qatar,True,False,,,
2022-11-28,2022,South Korea,Ghana,2,3,-1,Al Rayyan,Qatar,True,False,,,
2022-11-28,2022,Portugal,Uruguay,2,0,2,Lusail,Qatar,True,False,,,
2022-11-29,2022,Ecuador,Senegal,1,2,-1,Al Rayyan,Qatar,True,False,,,
2022-11-29,2022,Qatar,Netherlands,0,2,-2,Al Khor,Qatar,False,True,Qatar,L,-2.0
2022-11-29,2022,Wales,England,0,3,-3,Al Rayyan,Qatar,True,False,,,
2022-11-29,2022,Iran,United States,0,1,-1,Doha,Qatar,True,False,,,
2022-11-30,2022,Poland,Argentina,0,2,-2,Doha,Qatar,True,False,,,
2022-11-30,2022,Saudi Arabia,Mexico,1,2,-1,Lusail,Qatar,True,False,,,
2022-11-30,2022,Australia,Denmark,1,0,1,Al Wakrah,Qatar,True,False,,,
2022-11-30,2022,Tunisia,France,1,0,1,Al Rayyan,Qatar,True,False,,,
2022-12-01,2022,Japan,Spain,2,1,1,Al Rayyan,Qatar,True,False,,,
2022-12-01,2022,Costa Rica,Germany,2,4,-2,Al Khor,Qatar,True,False,,,
2022-12-01,2022,Croatia,Belgium,0,0,0,Al Rayyan,Qatar,True,False,,,
2022-12-01,2022,Canada,Morocco,1,2,-1,Doha,Qatar,True,False,,,
2022-12-02,2022,Serbia,Switzerland,2,3,-1,Doha,Qatar,True,False,,,
2022-12-02,2022,Cameroon,Brazil,1,0,1,Lusail,Qatar,True,False,,,
2022-12-02,2022,Ghana,Uruguay,0,2,-2,Al Wakrah,Qatar,True,False,,,
2022-12-02,2022,South Korea,Portugal,2,1,1,Al Rayyan,Qatar,True,False,,,
2022-12-03,2022,Netherlands,United States,3,1,2,Al Rayyan,Qatar,True,False,,,
2022-12-03,2022,Argentina,Australia,2,1,1,Al Rayyan,Qatar,True,False,,,
2022-12-04,2022,France,Poland,3,1,2,Doha,Qatar,True,False,,,
2022-12-04,2022,England,Senegal,3,0,3,Al Khor,Qatar,True,False,,,
2022-12-05,2022,Japan,Croatia,1,1,0,Al Wakrah,Qatar,True,False,,,
2022-12-05,2022,Brazil,South Korea,4,1,3,Doha,Qatar,True,False,,,
2022-12-06,2022,Morocco,Spain,0,0,0,Al Rayyan,Qatar,True,False,,,
2022-12-06,2022,Portugal,Switzerland,6,1,5,Lusail,Qatar,True,False,,,
2022-12-09,2022,Croatia,Brazil,1,1,0,Al Rayyan,Qatar,True,False,,,
2022-12-09,2022,Netherlands,Argentina,2,2,0,Lusail,Qatar,True,False,,,
2022-12-10,2022,Morocco,Portugal,1,0,1,Doha,Qatar,True,False,,,
2022-12-10,2022,England,France,1,2,-1,Al Khor,Qatar,True,False,,,
2022-12-13,2022,Argentina,Croatia,3,0,3,Lusail,Qatar,True,False,,,
2022-12-14,2022,France,Morocco,2,0,2,Al Khor,Qatar,True,False,,,
2022-12-17,2022,Croatia,Morocco,2,1,1,Al Rayyan,Qatar,True,False,,,
2022-12-18,2022,Argentina,France,3,3,0,Lusail,Qatar,True,False,,,
