date,year,home_team,away_team,home_score,away_score,goal_diff,city,country,neutral,is_host_match,host_team,host_result,host_goal_diff
1990-06-17,1990,Republic of Ireland,Egypt,0,0,0,Palermo,Italy,True,False,,,
1990-06-17,1990,South Korea,Spain,1,3,-2,Udine,Italy,True,False,,,
1990-06-18,1990,Argentina,Romania,1,1,0,Naples,Italy,True,False,,,
1990-06-18,1990,Cameroon,Russia,0,4,-4,Bari,Italy,True,False,,,
1990-06-19,1990,Austria,United States,2,1,1,Florence,Italy,True,False,,,
1990-06-19,1990,Germany,Colombia,1,1,0,Milan,Italy,True,False,,,
1990-06-19,1990,Italy,Czechoslovakia,2,0,2,Rome,Italy,False,True,Italy,W,2.0
1990-06-19,1990,Yugoslavia,United Arab Emirates,4,1,3,Bologna,Italy,True,False,,,
1990-06-20,1990,Brazil,Scotland,1,0,1,Turin,Italy,True,False,,,
1990-06-20,1990,Sweden,Costa Rica,1,2,-1,Genoa,Italy,True,False,,,
1990-06-21,1990,Belgium,Spain,1,2,-1,Verona,Italy,True,False,,,
1990-06-21,1990,England,Egypt,1,0,1,Cagliari,Italy,True,False,,,
1990-06-21,1990,Republic of Ireland,Netherlands,1,1,0,Palermo,Italy,True,False,,,
1990-06-21,1990,South Korea,Uruguay,0,1,-1,Udine,Italy,True,False,,,
1990-06-23,1990,Cameroon,Colombia,2,1,1,Naples,Italy,True,False,,,
1990-06-23,1990,Czechoslovakia,Costa Rica,4,1,3,Bari,Italy,True,False,,,
1990-06-24,1990,Brazil,Argentina,0,1,-1,Turin,Italy,True,False,,,
1990-06-24,1990,Germany,Netherlands,2,1,1,Milan,Italy,True,False,,,
1990-06-25,1990,Republic of Ireland,Romania,0,0,0,Genoa,Italy,True,False,,,
1990-06-25,1990,Italy,Uruguay,2,0,2,Rome,Italy,False,True,Italy,W,2.0
1990-06-26,1990,England,Belgium,1,0,1,Bologna,Italy,True,False,,,
1990-06-26,1990,Spain,Yugoslavia,1,2,-1,Verona,Italy,True,False,,,
1990-06-30,1990,Italy,Republic of Ireland,1,0,1,Rome,Italy,False,True,Italy,W,1.0
1990-06-30,1990,Yugoslavia,Argentina,0,0,0,Florence,Italy,True,False,,,
1990-07-01,1990,Cameroon,England,2,3,-1,Naples,Italy,True,False,,,
1990-07-01,1990,Germany,Czechoslovakia,1,0,1,Milan,Italy,True,False,,,
1990-07-03,1990,Italy,Argentina,1,1,0,Naples,Italy,False,True,Italy,D,0.0
1990-07-04,1990,Germany,England,1,1,0,Turin,Italy,True,False,,,
1990-07-07,1990,Italy,England,2,1,1,Bari,Italy,False,True,Italy,W,1.0
1990-07-08,1990,Germany,Argentina,1,0,1,Rome,Italy,True,False,,,
1994-06-17,1994,Germany,Bolivia,1,0,1,Chicago,United States,True,False,,,
1994-06-17,1994,Spain,South Korea,2,2,0,Dallas,United States,True,False,,,
1994-06-18,1994,Colombia,Romania,1,3,-2,Pasadena,United States,True,False,,,
1994-06-18,1994,Italy,Republic of Ireland,0,1,-1,East Rutherford,United States,True,False,,,
1994-06-18,1994,United States,Switzerland,1,1,0,Pontiac,United States,False,True,United States,D,0.0
1994-06-19,1994,Belgium,Morocco,1,0,1,Orlando,United States,True,False,,,
1994-06-19,1994,Cameroon,Sweden,2,2,0,Pasadena,United States,True,False,,,
1994-06-19,1994,Norway,Mexico,1,0,1,"Washington, D.C.",United States,True,False,,,
1994-06-20,1994,Brazil,Russia,2,0,2,Palo Alto,United States,True,False,,,
1994-06-20,1994,Netherlands,Saudi Arabia,2,1,1,"Washington, D.C.",United States,True,False,,,
1994-06-21,1994,Argentina,Greece,4,0,4,Foxborough,United States,True,False,,,
1994-06-21,1994,Germany,Spain,1,1,0,Chicago,United States,True,False,,,
1994-06-21,1994,Nigeria,Bulgaria,3,0,3,Dallas,United States,True,False,,,
1994-06-22,1994,Romania,Switzerland,1,4,-3,Pontiac,United States,True,False,,,
1994-06-22,1994,United States,Colombia,2,1,1,Pasadena,United States,False,True,United States,W,1.0
1994-06-23,1994,Italy,Norway,1,0,1,East Rutherford,United States,True,False,,,
1994-06-23,1994,South Korea,Bolivia,0,0,0,Foxborough,United States,True,False,,,
1994-06-24,1994,Brazil,Cameroon,3,0,3,Palo Alto,United States,True,False,,,
1994-06-24,1994,Mexico,Republic of Ireland,2,1,1,Orlando,United States,True,False,,,
1994-06-24,1994,Sweden,Russia,3,1,2,Pontiac,United States,True,False,,,
1994-06-25,1994,Argentina,Nigeria,2,1,1,Foxborough,United States,True,False,,,
1994-06-25,1994,Belgium,Netherlands,1,0,1,Orlando,United States,True,False,,,
1994-06-25,1994,Saudi Arabia,Morocco,2,1,1,East Rutherford,United States,True,False,,,
1994-06-26,1994,Bulgaria,Greece,4,0,4,Chicago,United States,True,False,,,
1994-06-26,1994,Switzerland,Colombia,0,2,-2,Palo Alto,United States,True,False,,,
1994-06-26,1994,United States,Romania,0,1,-1,Pasadena,United States,False,True,United States,L,-1.0
1994-06-27,1994,Bolivia,Spain,1,3,-2,Chicago,United States,True,False,,,
1994-06-27,1994,Germany,South Korea,3,2,1,Dallas,United States,True,False,,,
1994-06-28,1994,Brazil,Sweden,1,1,0,Pontiac,United States,True,False,,,
1994-06-28,1994,Republic of Ireland,Norway,0,0,0,East Rutherford,United States,True,False,,,
1994-06-28,1994,Italy,Mexico,1,1,0,"Washington, D.C.",United States,True,False,,,
1994-06-28,1994,Russia,Cameroon,6,1,5,Palo Alto,United States,True,False,,,
1994-06-29,1994,Belgium,Saudi Arabia,0,1,-1,"Washington, D.C.",United States,True,False,,,
1994-06-29,1994,Morocco,Netherlands,1,2,-1,Orlando,United States,True,False,,,
1994-06-30,1994,Argentina,Bulgaria,0,2,-2,Dallas,United States,True,False,,,
1994-06-30,1994,Greece,Nigeria,0,2,-2,Foxborough,United States,True,False,,,
1994-07-02,1994,Germany,Belgium,3,2,1,Chicago,United States,True,False,,,
1994-07-02,1994,Spain,Switzerland,3,0,3,"Washington, D.C.",United States,True,False,,,
1994-07-03,1994,Romania,Argentina,3,2,1,Pasadena,United States,True,False,,,
1994-07-03,1994,Saudi Arabia,Sweden,1,3,-2,Dallas,United States,True,False,,,
1994-07-04,1994,Netherlands,Republic of Ireland,2,0,2,Orlando,United States,True,False,,,
1994-07-04,1994,United States,Brazil,0,1,-1,Palo Alto,United States,False,True,United States,L,-1.0
1994-07-05,1994,Mexico,Bulgaria,1,1,0,East Rutherford,United States,True,False,,,
1994-07-05,1994,Nigeria,Italy,1,2,-1,Foxborough,United States,True,False,,,
1994-07-09,1994,Italy,Spain,2,1,1,Foxborough,United States,True,False,,,
1994-07-09,1994,Netherlands,Brazil,2,3,-1,Dallas,United States,True,False,,,
1994-07-10,1994,Bulgaria,Germany,2,1,1,East Rutherford,United States,True,False,,,
1994-07-10,1994,Romania,Sweden,2,2,0,Palo Alto,United States,True,False,,,
1994-07-13,1994,Bulgaria,Italy,1,2,-1,East Rutherford,United States,True,False,,,
1994-07-13,1994,Sweden,Brazil,0,1,-1,Pasadena,United States,True,False,,,
1994-07-16,1994,Sweden,Bulgaria,4,0,4,Pasadena,United States,True,False,,,
1994-07-17,1994,Brazil,Italy,0,0,0,Pasadena,United States,True,False,,,
1998-06-10,1998,Brazil,Scotland,2,1,1,Saint-Denis,France,True,False,,,
1998-06-10,1998,Morocco,Norway,2,2,0,Montpellier,France,True,False,,,
1998-06-11,1998,Cameroon,Austria,1,1,0,Toulouse,France,True,False,,,
1998-06-11,1998,Italy,Chile,2,2,0,Bordeaux,France,True,False,,,
1998-06-12,1998,France,South Africa,3,0,3,Marseille,France,False,True,France,W,3.0
1998-06-12,1998,Paraguay,Bulgaria,0,0,0,Montpellier,France,True,False,,,
1998-06-12,1998,Saudi Arabia,Denmark,0,1,-1,Lens,France,True,False,,,
1998-06-13,1998,South Korea,Mexico,1,3,-2,Lyon,France,True,False,,,
1998-06-13,1998,Netherlands,Belgium,0,0,0,Saint-Denis,France,True,False,,,
1998-06-13,1998,Spain,Nigeria,2,3,-1,Nantes,France,True,False,,,
1998-06-14,1998,Argentina,Japan,1,0,1,Toulouse,France,True,False,,,
1998-06-14,1998,Jamaica,Croatia,1,3,-2,Lens,France,True,False,,,
1998-06-14,1998,Serbia,Iran,1,0,1,Saint-Étienne,France,True,False,,,
1998-06-15,1998,England,Tunisia,2,0,2,Marseille,France,True,False,,,
1998-06-15,1998,Germany,United States,2,0,2,Paris,France,True,False,,,
1998-06-15,1998,Romania,Colombia,1,0,1,Lyon,France,True,False,,,
1998-06-16,1998,Brazil,Morocco,3,0,3,Nantes,France,True,False,,,
1998-06-16,1998,Scotland,Norway,1,1,0,Bordeaux,France,True,False,,,
1998-06-17,1998,Chile,Austria,1,1,0,Saint-Étienne,France,True,False,,,
1998-06-17,1998,Italy,Cameroon,3,0,3,Montpellier,France,True,False,,,
1998-06-18,1998,France,Saudi Arabia,4,0,4,Saint-Denis,France,False,True,France,W,4.0
1998-06-18,1998,South Africa,Denmark,1,1,0,Toulouse,France,True,False,,,
1998-06-19,1998,Nigeria,Bulgaria,1,0,1,Paris,France,True,False,,,
1998-06-19,1998,Spain,Paraguay,0,0,0,Saint-Étienne,France,True,False,,,
1998-06-20,1998,Belgium,Mexico,2,2,0,Bordeaux,France,True,False,,,
1998-06-20,1998,Japan,Croatia,0,1,-1,Nantes,France,True,False,,,
1998-06-20,1998,Netherlands,South Korea,5,0,5,Marseille,France,True,False,,,
1998-06-21,1998,Argentina,Jamaica,5,0,5,Paris,France,True,False,,,
1998-06-21,1998,Germany,Serbia,2,2,0,Lens,France,True,False,,,
1998-06-21,1998,United States,Iran,1,2,-1,Lyon,France,True,False,,,
1998-06-22,1998,Colombia,Tunisia,1,0,1,Montpellier,France,True,False,,,
1998-06-22,1998,Romania,England,2,1,1,Toulouse,France,True,False,,,
1998-06-23,1998,Brazil,Norway,1,2,-1,Marseille,France,True,False,,,
1998-06-23,1998,Chile,Cameroon,1,1,0,Nantes,France,True,False,,,
1998-06-23,1998,Italy,Austria,2,1,1,Saint-Denis,France,True,False,,,
1998-06-23,1998,Scotland,Morocco,0,3,-3,Saint-Étienne,France,True,False,,,
1998-06-24,1998,France,Denmark,2,1,1,Lyon,France,False,True,France,W,1.0
1998-06-24,1998,Nigeria,Paraguay,1,3,-2,Toulouse,France,True,False,,,
1998-06-24,1998,South Africa,Saudi Arabia,2,2,0,Bordeaux,France,True,False,,,
1998-06-24,1998,Spain,Bulgaria,6,1,5,Lens,France,True,False,,,
1998-06-25,1998,Belgium,South Korea,1,1,0,Paris,France,True,False,,,
1998-06-25,1998,Germany,Iran,2,0,2,Montpellier,France,True,False,,,
1998-06-25,1998,Netherlands,Mexico,2,2,0,Saint-Étienne,France,True,False,,,
1998-06-25,1998,United States,Serbia,0,1,-1,Nantes,France,True,False,,,
1998-06-26,1998,Argentina,Croatia,1,0,1,Bordeaux,France,True,False,,,
1998-06-26,1998,Colombia,England,0,2,-2,Lens,France,True,False,,,
1998-06-26,1998,Japan,Jamaica,1,2,-1,Lyon,France,True,False,,,
1998-06-26,1998,Romania,Tunisia,1,1,0,Saint-Denis,France,True,False,,,
1998-06-27,1998,Brazil,Chile,4,1,3,Paris,France,True,False,,,
1998-06-27,1998,Italy,Norway,1,0,1,Marseille,France,True,False,,,
1998-06-28,1998,France,Paraguay,1,0,1,Lens,France,False,True,France,W,1.0
1998-06-28,1998,Nigeria,Denmark,1,4,-3,Saint-Denis,France,True,False,,,
1998-06-29,1998,Germany,Mexico,2,1,1,Montpellier,France,True,False,,,
1998-06-29,1998,Netherlands,Serbia,2,1,1,Toulouse,France,True,False,,,
1998-06-30,1998,Argentina,England,2,2,0,Saint-Étienne,France,True,False,,,
1998-06-30,1998,Romania,Croatia,0,1,-1,Bordeaux,France,True,False,,,
1998-07-03,1998,Brazil,Denmark,3,2,1,Nantes,France,True,False,,,
1998-07-03,1998,France,Italy,0,0,0,Saint-Denis,France,False,True,France,D,0.0
1998-07-04,1998,Germany,Croatia,0,3,-3,Lyon,France,True,False,,,
1998-07-04,1998,Netherlands,Argentina,2,1,1,Marseille,France,True,False,,,
1998-07-07,1998,Brazil,Netherlands,1,1,0,Marseille,France,True,False,,,
1998-07-08,1998,France,Croatia,2,1,1,Saint-Denis,France,False,True,France,W,1.0
1998-07-11,1998,Netherlands,Croatia,1,2,-1,Paris,France,True,False,,,
1998-07-12,1998,France,Brazil,3,0,3,Saint-Denis,France,False,True,France,W,3.0
2002-05-31,2002,France,Senegal,0,1,-1,Seoul,South Korea,True,False,,,
2002-06-01,2002,Germany,Saudi Arabia,8,0,8,Sapporo,Japan,True,False,,,
2002-06-01,2002,Republic of Ireland,Cameroon,1,1,0,Niigata,Japan,True,False,,,
2002-06-01,2002,Uruguay,Denmark,1,2,-1,Ulsan,South Korea,True,False,,,
2002-06-02,2002,Argentina,Nigeria,1,0,1,Kashima,Japan,True,False,,,
2002-06-02,2002,England,Sweden,1,1,0,Saitama,Japan,True,False,,,
2002-06-02,2002,Paraguay,South Africa,2,2,0,Busan,South Korea,True,False,,,
2002-06-02,2002,Spain,Slovenia,3,1,2,Gwangju,South Korea,True,False,,,
2002-06-03,2002,Brazil,Turkey,2,1,1,Ulsan,South Korea,True,False,,,
2002-06-03,2002,Croatia,Mexico,0,1,-1,Niigata,Japan,True,False,,,
2002-06-03,2002,Italy,Ecuador,2,0,2,Sapporo,Japan,True,False,,,
2002-06-04,2002,China PR,Costa Rica,0,2,-2,Gwangju,South Korea,True,False,,,
2002-06-04,2002,Japan,Belgium,2,2,0,Saitama,Japan,False,True,Japan,D,0.0
2002-06-04,2002,South Korea,Poland,2,0,2,Busan,South Korea,False,True,South Korea,W,2.0
2002-06-05,2002,Germany,Republic of Ireland,1,1,0,Kashima,Japan,True,False,,,
2002-06-05,2002,Russia,Tunisia,2,0,2,Kobe,Japan,True,False,,,
2002-06-05,2002,United States,Portugal,3,2,1,Suwon,South Korea,True,False,,,
2002-06-06,2002,Cameroon,Saudi Arabia,1,0,1,Saitama,Japan,True,False,,,
2002-06-06,2002,Denmark,Senegal,1,1,0,Daegu,South Korea,True,False,,,
2002-06-06,2002,France,Uruguay,0,0,0,Busan,South Korea,True,False,,,
2002-06-07,2002,Argentina,England,0,1,-1,Sapporo,Japan,True,False,,,
2002-06-07,2002,Spain,Paraguay,3,1,2,Jeonju,South Korea,True,False,,,
2002-06-07,2002,Sweden,Nigeria,2,1,1,Kobe,Japan,True,False,,,
2002-06-08,2002,Brazil,China PR,4,0,4,Seogwipo,South Korea,True,False,,,
2002-06-08,2002,Italy,Croatia,1,2,-1,Kashima,Japan,True,False,,,
2002-06-08,2002,South Africa,Slovenia,1,0,1,Daegu,South Korea,True,False,,,
2002-06-09,2002,Costa Rica,Turkey,1,1,0,Incheon,South Korea,True,False,,,
2002-06-09,2002,Japan,Russia,1,0,1,Yokohama,Japan,False,True,Japan,W,1.0
2002-06-09,2002,Mexico,Ecuador,2,1,1,Rifu,Japan,True,False,,,
2002-06-10,2002,South Korea,United States,1,1,0,Daegu,South Korea,False,True,South Korea,D,0.0
2002-06-10,2002,Portugal,Poland,4,0,4,Jeonju,South Korea,True,False,,,
2002-06-10,2002,Tunisia,Belgium,1,1,0,Ōita,Japan,True,False,,,
2002-06-11,2002,Cameroon,Germany,0,2,-2,Fukuroi,Japan,True,False,,,
2002-06-11,2002,Denmark,France,2,0,2,Incheon,South Korea,True,False,,,
2002-06-11,2002,Saudi Arabia,Republic of Ireland,0,3,-3,Yokohama,Japan,True,False,,,
2002-06-11,2002,Senegal,Uruguay,3,3,0,Suwon,South Korea,True,False,,,
2002-06-12,2002,Nigeria,England,0,0,0,Osaka,Japan,True,False,,,
2002-06-12,2002,Slovenia,Paraguay,1,3,-2,Seogwipo,South Korea,True,False,,,
2002-06-12,2002,South Africa,Spain,2,3,-1,Daejeon,South Korea,True,False,,,
2002-06-12,2002,Sweden,Argentina,1,1,0,Rifu,Japan,True,False,,,
2002-06-13,2002,Costa Rica,Brazil,2,5,-3,Suwon,South Korea,True,False,,,
2002-06-13,2002,Ecuador,Croatia,1,0,1,Yokohama,Japan,True,False,,,
2002-06-13,2002,Mexico,Italy,1,1,0,Ōita,Japan,True,False,,,
2002-06-13,2002,Turkey,China PR,3,0,3,Seoul,South Korea,True,False,,,
2002-06-14,2002,Belgium,Russia,3,2,1,Fukuroi,Japan,True,False,,,
2002-06-14,2002,Japan,Tunisia,2,0,2,Osaka,Japan,False,True,Japan,W,2.0
2002-06-14,2002,South Korea,Portugal,1,0,1,Incheon,South Korea,False,True,South Korea,W,1.0
2002-06-14,2002,Poland,United States,3,1,2,Daejeon,South Korea,True,False,,,
2002-06-15,2002,Denmark,England,0,3,-3,Niigata,Japan,True,False,,,
2002-06-15,2002,Germany,Paraguay,1,0,1,Seogwipo,South Korea,True,False,,,
2002-06-16,2002,Spain,Republic of Ireland,1,1,0,Suwon,South Korea,True,False,,,
2002-06-16,2002,Sweden,Senegal,1,2,-1,Ōita,Japan,True,False,,,
2002-06-17,2002,Brazil,Belgium,2,0,2,Kobe,Japan,True,False,,,
2002-06-17,2002,Mexico,United States,0,2,-2,Jeonju,South Korea,True,False,,,
2002-06-18,2002,Japan,Turkey,0,1,-1,Rifu,Japan,False,True,Japan,L,-1.0
2002-06-18,2002,South Korea,Italy,2,1,1,Daejeon,South Korea,False,True,South Korea,W,1.0
2002-06-21,2002,England,Brazil,1,2,-1,Fukuroi,Japan,True,False,,,
2002-06-21,2002,Germany,United States,1,0,1,Ulsan,South Korea,True,False,,,
2002-06-22,2002,South Korea,Spain,0,0,0,Gwangju,South Korea,False,True,South Korea,D,0.0
2002-06-22,2002,Senegal,Turkey,0,1,-1,Osaka,Japan,True,False,,,
2002-06-25,2002,South Korea,Germany,0,1,-1,Seoul,South Korea,False,True,South Korea,L,-1.0
2002-06-26,2002,Brazil,Turkey,1,0,1,Saitama,Japan,True,False,,,
2002-06-29,2002,South Korea,Turkey,2,3,-1,Daegu,South Korea,False,True,South Korea,L,-1.0
2002-06-30,2002,Germany,Brazil,0,2,-2,Yokohama,Japan,True,False,,,
2006-06-09,2006,Germany,Costa Rica,4,2,2,Munich,Germany,False,True,Germany,W,2.0
2006-06-09,2006,Poland,Ecuador,0,2,-2,Gelsenkirchen,Germany,True,False,,,
2006-06-10,2006,Argentina,Ivory Coast,2,1,1,Hamburg,Germany,True,False,,,
2006-06-10,2006,England,Paraguay,1,0,1,Frankfurt am Main,Germany,True,False,,,
2006-06-10,2006,Trinidad and Tobago,Sweden,0,0,0,Dortmund,Germany,True,False,,,
2006-06-11,2006,Angola,Portugal,0,1,-1,Cologne,Germany,True,False,,,
2006-06-11,2006,Mexico,Iran,3,1,2,Nuremberg,Germany,True,False,,,
2006-06-11,2006,Serbia,Netherlands,0,1,-1,Leipzig,Germany,True,False,,,
2006-06-12,2006,Australia,Japan,3,1,2,Kaiserslautern,Germany,True,False,,,
2006-06-12,2006,Italy,Ghana,2,0,2,Hanover,Germany,True,False,,,
2006-06-12,2006,United States,Czech Republic,0,3,-3,Gelsenkirchen,Germany,True,False,,,
2006-06-13,2006,Brazil,Croatia,1,0,1,Berlin,Germany,True,False,,,
2006-06-13,2006,France,Switzerland,0,0,0,Stuttgart,Germany,True,False,,,
2006-06-13,2006,South Korea,Togo,2,1,1,Frankfurt am Main,Germany,True,False,,,
2006-06-14,2006,Germany,Poland,1,0,1,Dortmund,Germany,False,True,Germany,W,1.0
2006-06-14,2006,Spain,Ukraine,4,0,4,Leipzig,Germany,True,False,,,
2006-06-14,2006,Tunisia,Saudi Arabia,2,2,0,Munich,Germany,True,False,,,
2006-06-15,2006,Ecuador,Costa Rica,3,0,3,Hamburg,Germany,True,False,,,
2006-06-15,2006,England,Trinidad and Tobago,2,0,2,Nuremberg,Germany,True,False,,,
2006-06-15,2006,Sweden,Paraguay,1,0,1,Berlin,Germany,True,False,,,
2006-06-16,2006,Argentina,Serbia,6,0,6,Gelsenkirchen,Germany,True,False,,,
2006-06-16,2006,Mexico,Angola,0,0,0,Hanover,Germany,True,False,,,
2006-06-16,2006,Netherlands,Ivory Coast,2,1,1,Stuttgart,Germany,True,False,,,
2006-06-17,2006,Czech Republic,Ghana,0,2,-2,Cologne,Germany,True,False,,,
2006-06-17,2006,Italy,United States,1,1,0,Kaiserslautern,Germany,True,False,,,
2006-06-17,2006,Portugal,Iran,2,0,2,Frankfurt am Main,Germany,True,False,,,
2006-06-18,2006,Brazil,Australia,2,0,2,Munich,Germany,True,False,,,
2006-06-18,2006,France,South Korea,1,1,0,Leipzig,Germany,True,False,,,
2006-06-18,2006,Japan,Croatia,0,0,0,Nuremberg,Germany,True,False,,,
2006-06-19,2006,Saudi Arabia,Ukraine,0,4,-4,Hamburg,Germany,True,False,,,
2006-06-19,2006,Spain,Tunisia,3,1,2,Stuttgart,Germany,True,False,,,
2006-06-19,2006,Togo,Switzerland,0,2,-2,Dortmund,Germany,True,False,,,
2006-06-20,2006,Costa Rica,Poland,1,2,-1,Hanover,Germany,True,False,,,
2006-06-20,2006,Germany,Ecuador,3,0,3,Berlin,Germany,False,True,Germany,W,3.0
2006-06-20,2006,Paraguay,Trinidad and Tobago,2,0,2,Kaiserslautern,Germany,True,False,,,
2006-06-20,2006,Sweden,England,2,2,0,Cologne,Germany,True,False,,,
2006-06-21,2006,Iran,Angola,1,1,0,Leipzig,Germany,True,False,,,
2006-06-21,2006,Ivory Coast,Serbia,3,2,1,Munich,Germany,True,False,,,
2006-06-21,2006,Netherlands,Argentina,0,0,0,Frankfurt am Main,Germany,True,False,,,
2006-06-21,2006,Portugal,Mexico,2,1,1,Gelsenkirchen,Germany,True,False,,,
2006-06-22,2006,Croatia,Australia,2,2,0,Stuttgart,Germany,True,False,,,
2006-06-22,2006,Czech Republic,Italy,0,2,-2,Hamburg,Germany,True,False,,,
2006-06-22,2006,Ghana,United States,2,1,1,Nuremberg,Germany,True,False,,,
2006-06-22,2006,Japan,Brazil,1,4,-3,Dortmund,Germany,True,False,,,
2006-06-23,2006,Saudi Arabia,Spain,0,1,-1,Kaiserslautern,Germany,True,False,,,
2006-06-23,2006,Switzerland,South Korea,2,0,2,Hanover,Germany,True,False,,,
2006-06-23,2006,Togo,France,0,2,-2,Cologne,Germany,True,False,,,
2006-06-23,2006,Ukraine,Tunisia,1,0,1,Berlin,Germany,True,False,,,
2006-06-24,2006,Argentina,Mexico,2,1,1,Leipzig,Germany,True,False,,,
2006-06-24,2006,Germany,Sweden,2,0,2,Munich,Germany,False,True,Germany,W,2.0
2006-06-25,2006,England,Ecuador,1,0,1,Stuttgart,Germany,True,False,,,
2006-06-25,2006,Portugal,Netherlands,1,0,1,Nuremberg,Germany,True,False,,,
2006-06-26,2006,Italy,Australia,1,0,1,Kaiserslautern,Germany,True,False,,,
2006-06-26,2006,Switzerland,Ukraine,0,0,0,Cologne,Germany,True,False,,,
2006-06-27,2006,Brazil,Ghana,3,0,3,Dortmund,Germany,True,False,,,
2006-06-27,2006,Spain,France,1,3,-2,Hanover,Germany,True,False,,,
2006-06-30,2006,Germany,Argentina,1,1,0,Berlin,Germany,False,True,Germany,D,0.0
2006-06-30,2006,Italy,Ukraine,3,0,3,Hamburg,Germany,True,False,,,
2006-07-01,2006,Brazil,France,0,1,-1,Frankfurt am Main,Germany,True,False,,,
2006-07-01,2006,England,Portugal,0,0,0,Gelsenkirchen,Germany,True,False,,,
2006-07-04,2006,Germany,Italy,0,2,-2,Dortmund,Germany,False,True,Germany,L,-2.0
2006-07-05,2006,Portugal,France,0,1,-1,Munich,Germany,True,False,,,
2006-07-08,2006,Germany,Portugal,3,1,2,Stuttgart,Germany,False,True,Germany,W,2.0
2006-07-09,2006,Italy,France,1,1,0,Berlin,Germany,True,False,,,
2010-06-11,2010,South Africa,Mexico,1,1,0,Johannesburg,South Africa,False,True,South Africa,D,0.0
2010-06-11,2010,Uruguay,France,0,0,0,Cape Town,South Africa,True,False,,,
2010-06-12,2010,Argentina,Nigeria,1,0,1,Johannesburg,South Africa,True,False,,,
2010-06-12,2010,England,United States,1,1,0,Rustenburg,South Africa,True,False,,,
2010-06-12,2010,South Korea,Greece,2,0,2,Port Elizabeth,South Africa,True,False,,,
2010-06-13,2010,Algeria,Slovenia,0,1,-1,Polokwane,South Africa,True,False,,,
2010-06-13,2010,Germany,Australia,4,0,4,Durban,South Africa,True,False,,,
2010-06-13,2010,Serbia,Ghana,0,1,-1,Pretoria,South Africa,True,False,,,
2010-06-14,2010,Italy,Paraguay,1,1,0,Cape Town,South Africa,True,False,,,
2010-06-14,2010,Japan,Cameroon,1,0,1,Bloemfontein,South Africa,True,False,,,
2010-06-14,2010,Netherlands,Denmark,2,0,2,Johannesburg,South Africa,True,False,,,
2010-06-15,2010,Brazil,North Korea,2,1,1,Johannesburg,South Africa,True,False,,,
2010-06-15,2010,Ivory Coast,Portugal,0,0,0,Port Elizabeth,South Africa,True,False,,,
2010-06-15,2010,New Zealand,Slovakia,1,1,0,Rustenburg,South Africa,True,False,,,
2010-06-16,2010,Honduras,Chile,0,1,-1,Nelspruit,South Africa,True,False,,,
2010-06-16,2010,South Africa,Uruguay,0,3,-3,Pretoria,South Africa,False,True,South Africa,L,-3.0
2010-06-16,2010,Spain,Switzerland,0,1,-1,Durban,South Africa,True,False,,,
2010-06-17,2010,Argentina,South Korea,4,1,3,Johannesburg,South Africa,True,False,,,
2010-06-17,2010,France,Mexico,0,2,-2,Polokwane,South Africa,True,False,,,
2010-06-17,2010,Greece,Nigeria,2,1,1,Bloemfontein,South Africa,True,False,,,
2010-06-18,2010,England,Algeria,0,0,0,Cape Town,South Africa,True,False,,,
2010-06-18,2010,Germany,Serbia,0,1,-1,Port Elizabeth,South Africa,True,False,,,
2010-06-18,2010,Slovenia,United States,2,2,0,Johannesburg,South Africa,True,False,,,
2010-06-19,2010,Cameroon,Denmark,1,2,-1,Pretoria,South Africa,True,False,,,
2010-06-19,2010,Ghana,Australia,1,1,0,Rustenburg,South Africa,True,False,,,
2010-06-19,2010,Netherlands,Japan,1,0,1,Durban,South Africa,True,False,,,
2010-06-20,2010,Brazil,Ivory Coast,3,1,2,Johannesburg,South Africa,True,False,,,
2010-06-20,2010,Italy,New Zealand,1,1,0,Nelspruit,South Africa,True,False,,,
2010-06-20,2010,Slovakia,Paraguay,0,2,-2,Bloemfontein,South Africa,True,False,,,
2010-06-21,2010,Chile,Switzerland,1,0,1,Port Elizabeth,South Africa,True,False,,,
2010-06-21,2010,Portugal,North Korea,7,0,7,Cape Town,South Africa,True,False,,,
2010-06-21,2010,Spain,Honduras,2,0,2,Johannesburg,South Africa,True,False,,,
2010-06-22,2010,Greece,Argentina,0,2,-2,Polokwane,South Africa,True,False,,,
2010-06-22,2010,Mexico,Uruguay,0,1,-1,Rustenburg,South Africa,True,False,,,
2010-06-22,2010,Nigeria,South Korea,2,2,0,Durban,South Africa,True,False,,,
2010-06-22,2010,South Africa,France,2,1,1,Bloemfontein,South Africa,False,True,South Africa,W,1.0
2010-06-23,2010,Australia,Serbia,2,1,1,Nelspruit,South Africa,True,False,,,
2010-06-23,2010,Ghana,Germany,0,1,-1,Johannesburg,South Africa,True,False,,,
2010-06-23,2010,Slovenia,England,0,1,-1,Port Elizabeth,South Africa,True,False,,,
2010-06-23,2010,United States,Algeria,1,0,1,Pretoria,South Africa,True,False,,,
2010-06-24,2010,Cameroon,Netherlands,1,2,-1,Cape Town,South Africa,True,False,,,
2010-06-24,2010,Denmark,Japan,1,3,-2,Rustenburg,South Africa,True,False,,,
2010-06-24,2010,Paraguay,New Zealand,0,0,0,Polokwane,South Africa,True,False,,,
2010-06-24,2010,Slovakia,Italy,3,2,1,Johannesburg,South Africa,True,False,,,
